,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
243,Sauce_ki_botal,Opinions change when reach expiry date. RTs are not endorsements or are they...who knows?,Republic of Balochistan,286,280,267817,9,"Much said about #ZomatoIPO 
Decipher this 
Over subscribed 52 times by Institutional investors, 
33 times by HNI’s, 7.5 times by retail investors. 
Undersubscribed by 38% by Employees. 
Data source - @BSEIndia",['ZomatoIPO']
244,bhootnath,9/10 in everything,Kya karoge,983,40980,112106,9,"Much said about #ZomatoIPO 
Decipher this 
Over subscribed 52 times by Institutional investors, 
33 times by HNI’s, 7.5 times by retail investors. 
Undersubscribed by 38% by Employees. 
Data source - @BSEIndia",['ZomatoIPO']
245,ScrabbIit,"Scrabbl keeps you amused and updated with global news, information on technology, culture, entertainment and trends.
Stay tuned for an upcoming #contest",,902,272,7985,0,"Zomato Brings its IPO

Meanwhile Swiggy-

#Swiggy #Zomato #IPO #ZomatoIPO #TrendingNow 
@zomato @zomatoin @swiggy_in @SwiggyCares @ZomatoProHelp https://t.co/qt7ripoLkY","['Swiggy', 'Zomato', 'IPO', 'ZomatoIPO', 'TrendingNow']"
246,AmKenyanblogger,"We are Kenyans and Kenya is our business 

A lover of life. 

Story teller.

Movement #Supportmyhustle✊🇰🇪",Nairobi,1263,121,163,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
247,pyushc24,Fun loving and caring about a single small things which gives someone happiness,New Delhi,277,101,110,0,@happyeasygo @zomato Great initiative #HappyEasyGo #ZomatoIPO,"['HappyEasyGo', 'ZomatoIPO']"
248,mark_Grif_fin,"I love hiking 🚶🚶
love swimming 🌊🌊
always try to be happy and loved ❤️
#blacklifematter","Aalborg, Danmark",203,82,2467,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
249,pyushc24,Fun loving and caring about a single small things which gives someone happiness,New Delhi,277,101,110,23,"Travel and Food are BFF's 
So Let's take off your #flight on #ZomatoIPO  ..!! 

Enjoy your #Stay there for a while"" 

@zomato 
#Zomato #HappyEasyGo #Travel #Food #startups","['flight', 'ZomatoIPO', 'Stay']"
250,Ashu_0089,"🇮🇳Personal Blog
Work in - Air India ✈️| Food🍉| Life style 😎😍
Aircraft Service Engineer 🛫
Wish 🎂13May",Mumbai,1896,102,525,2,"Zomato is all set for its D-Street debut. @PoddarNisha &amp; @MugdhaCNBCTV18 speak with co-founder Gaurav Gupta (@grvgpta) about investor strategies &amp; what makes @zomato palatable to attract investor appetite? @ShereenBhan @CNBCYoungTurks #ZomatoIPO

https://t.co/1Fl2zTDZaP",[]
251,DeshSabseBada,"Indian, Debater ,Globe Trotter, Rational & Logical, Reader & Learner, Jharkhandi with Steel in the blood 🇮🇳",,691,84,38713,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
252,kumarsroy,"2%hypocrite, avoid lies, cisgender

Works at @blportfolio @businessline
Articles - https://t.co/pBGjfyMFkh",India,3274,2105,21571,0,"#ZomatoIPO: 38X total subscription, 52X bids for QIB portion. 
What will be listing price? Vote now #Zomato enthusiasts.
IPO issue price ₹76/share
@deepigoyal","['ZomatoIPO', 'Zomato']"
253,Pj_Keshriyagrp,🇮🇳Jai Hind🇮🇳,,466,100,10528,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
254,uCloudify,"Beep boop... I'm a bot! 

Mission: Business recovery from COVID-19.
 
Step 1: Search for affordable solutions.
Step 2: World domination...",,0,613,92576,2,"Thre are only two ways to make wealth in #startups , idea
1. that generates enormous profit like #zerodha   or
2. that generates losses but grows insanely like #Zomato

#StartUpIndia #ZomatoIPO","['startups', 'zerodha']"
255,ManishGulechha,"Founder http://t.co/P8Tw6VNnpn, Digital Entrepreneur","Bangalore, India",142,340,1394,2,"Thre are only two ways to make wealth in #startups , idea
1. that generates enormous profit like #zerodha   or
2. that generates losses but grows insanely like #Zomato

#StartUpIndia #ZomatoIPO","['startups', 'zerodha', 'Zomato', 'StartUpIndia', 'ZomatoIPO']"
256,Mybusinesssss,Business is my passion,"Hyderabad, India",31,34,1069,2,"On it's final day of issue, Zomato #IPO was subscribed over 38 times.

But #DidYouKnow, the biggest order placed on Zomato cost nearly ₹2 lakh with a discount of ₹67,000?

@PavitraParekh1 @zomato #ZomatoIPO #Zomato #foodtech #foodporn #startups #zomatofunfacts #ipocorner https://t.co/Uyl8SOgjVx","['IPO', 'DidYouKnow']"
257,CNBCTV18News,"Follow business news with India's Leading Business News Channel, CNBC-TV18. For more updates, follow @CNBCTV18Live.

Telegram: https://t.co/OggDVMbmdE",,198,946355,213651,2,"On it's final day of issue, Zomato #IPO was subscribed over 38 times.

But #DidYouKnow, the biggest order placed on Zomato cost nearly ₹2 lakh with a discount of ₹67,000?

@PavitraParekh1 @zomato #ZomatoIPO #Zomato #foodtech #foodporn #startups #zomatofunfacts #ipocorner https://t.co/Uyl8SOgjVx","['IPO', 'DidYouKnow', 'ZomatoIPO', 'Zomato', 'foodtech', 'foodporn', 'startups', 'zomatofunfacts', 'ipocorner']"
258,pansari_amit,,,92,49,1426,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
259,karan25861710,,,23,0,2,6,"With every other person talking about the Zomato IPO, IBS Gurgaon brings the essential pointers you need to be aware of to get yourself up to the minute with the market. 

#IBS #IBSIndia  #PGPM #ICFAI #IBSGurgaon #Zomato #ZomatoIPO #FinanceNews #IPO #Trending #Stockmarket #MBA https://t.co/WnM4g5I61Z",[]
260,WhiteOakCap,,,3,1711,143,1,"#MoneyMoneyMoney | Have you been suffering from #IPO FOMO? What are the things to ask before investing? @SurabhiUpadhyay talks to @nassersalim001 of @_FlexiCapital, Ramesh Mantri of @WhiteOakCap &amp; @nimeshkampani of @letsventurein. #ZomatoIPO

https://t.co/J347XjK4he","['MoneyMoneyMoney', 'IPO']"
261,Am_Shai,"Founder @vtrender. Coder, system developer, programmer at https://t.co/QwE4L703Bh. Free for you to learn. Mentor to a PCG on MP+OF. Reach Manoj-WA-9284331270",,182,20836,18453,0,Most probable story of #ZomatoIPO traders looking for listing gains in the first hour . https://t.co/vNEUgbkPYD,['ZomatoIPO']
262,ibaruah_,a stack of my musings · @Arsenal fan · day job as an investment banker,Konohagakure,423,39,804,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
263,DULIIPTMEHTA,"​Equity, Derivatives, Commodity, Currency, Mutual Fund.",Mumbai ( India ),4821,3122,7526,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
264,spaaklingsaii,Auditor @Hyderabad,"Hyderabad, India",1212,19,915,15,"Finally found a ""Cash Cow"" that I use to study in Strategic management.
#icaiexams #caexams #finance #ZomatoIPO #zomatoindia #MBA https://t.co/bsnSOrM1Ok","['icaiexams', 'caexams', 'finance', 'ZomatoIPO']"
265,ugraanblight,Bharat is still under Mughal rule,Where Dharma Appears,529,14,416,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
266,hiteshverma17,A Private Banker at a Fastest Growing Bank. My tweets are my own and retweets are not an endorsement or an agreement.,Mumbai,616,147,1164,0,"@Nithin0dha @zomato @zerodhaonline @deepigoyal Some of the People clicked on Zomato App to apply for it’s IPO, Sooner they realised that they landed on wrong App for IPO application and Switched to Zerodha #ZomatoIPO",['ZomatoIPO']
267,komal21031744,,"Mumbai, India",159,73,111,36,"We Indians ❤️ our food ! @ICICI_Direct  retail investors have just invested nearly Rs 1,400 crores comprising ~ 15% retail all money collected to add a bit more flavour to their portfolio 🥘 with #ZomatoIPO !

All the best for the journey ahead @deepigoyal and @sbikh",[]
268,ChopraSahej,18  | DPSI’20 | Maitreyi’23,"New Delhi, India",3,2,22,18,"This is the gesture shown by @swiggy_in 🙌🏻 
Promoting your rival and wishing them success! 

@zomato @zomatoin @WeAreSwiggy
#zomatoIPO #zomatoindia #swiggy https://t.co/PlN1z6lY47",[]
269,CNBCTV18News,"Follow business news with India's Leading Business News Channel, CNBC-TV18. For more updates, follow @CNBCTV18Live.

Telegram: https://t.co/OggDVMbmdE",,198,946355,213651,1,"#MoneyMoneyMoney | Have you been suffering from #IPO FOMO? What are the things to ask before investing? @SurabhiUpadhyay talks to @nassersalim001 of @_FlexiCapital, Ramesh Mantri of @WhiteOakCap &amp; @nimeshkampani of @letsventurein. #ZomatoIPO

https://t.co/J347XjK4he","['MoneyMoneyMoney', 'IPO', 'ZomatoIPO']"
270,adif_India,ADIF is a think tank for India’s digital startups. We aim to transform our nation's startup ecosystem to among the top three globally.,India,13,195,217,0,"@Paytm @oyorooms 3. Day 3 of #ZomatoIPO

The price band of @zomato's IPO is fixed at Rs 72-76 per share of the face value of Rs 1 each. The company aims to raise Rs 9,375 crore through the offer.

On the final day, the issue was subscribed nearly 13.8 times by mid-day.

#Zomato #IPOnews

👇","['ZomatoIPO', 'Zomato', 'IPOnews']"
271,threadreaderapp,"I'm a 🤖 to help you read threads more easily. Reply to any tweet of a thread and mention me with the ""unroll"" keyword and I'll give you a link back 😀",Wherever threads are written..,1286,483310,1996817,0,"@TooTooBoy0 Guten Tag, you can read it here: 1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?… https://t.co/QXPfJ4Cn0I Have a good day. 🤖",['ZomatoIPO']
272,nadim_shahnawaz,I Proud to be an Indian,,551,40,4566,2,"#ZomatoIPO was subscribed 38.25 times at the end of day 3 of bidding.

The IPO received 2,751.25 crore shares against an offer size of 71.92 crore shares.",['ZomatoIPO']
273,ibala72,"IT professional - Data science Enthusiast, Python numpy, pandas, sklearn,matplotlib",Chennai,3390,816,9068,0,#ZomatoIPO why does zomato want money?,['ZomatoIPO']
274,SurbhiLoonkar,An altruist.,Mumbai,325,43,498,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
275,Krish_Diganth,Management Consultant. Interested in macro-economics and politics. Retweets not necessarily endorsement.,,532,120,96116,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
276,kudla0704,kudla,,93,27,339,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
277,BiIndia,Intelligence for India's next generation.,"New Delhi, India",224,109677,69381,0,"🚀#ZomatoIPO gets oversubscribed by 38 times

Read: https://t.co/ehvQQKx5gR https://t.co/82nnqG7eBP",['ZomatoIPO']
278,mithilesh_ab,Growing Organically,Ahmedabad,187,146,7704,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
279,profitshala,ProfitShala is an investing company that dealing in all foreign currencies since the past three years and enjoys a good reputation within the forex trading...,Delhi,0,0,28,0,"#ZomatoIPORecord

Highest demand mobilization by any private sector company at INR 2.1 Lakh CR.

Highest number of retail applications in an India IPO. More than 32 lakhs.

#ZomatoIPO #IPOShare #ProfitShala #learntrading #Zomato","['ZomatoIPORecord', 'ZomatoIPO', 'IPOShare', 'ProfitShala', 'learntrading', 'Zomato']"
280,lalitkavita,,,122,12,221,23,"Travel and Food are BFF's 
So Let's take off your #flight on #ZomatoIPO  ..!! 

Enjoy your #Stay there for a while"" 

@zomato 
#Zomato #HappyEasyGo #Travel #Food #startups","['flight', 'ZomatoIPO', 'Stay']"
281,NIIWHSA,Learn from your past and create your own future,Mumbai,971,402,39468,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
282,notnoowww,"Learning Finance, views personal, retweets are not endorsements.",Bangalore,38,39,4408,913,"1)#ZomatoIPO : LONG THREAD: Once in a decade opportunity…. for some?

Is the IPO the golden opportunity for investors, as claimed by many? How much appreciation can one expect? A multi-year holding story or just a listing pop. This time it’s different, or is it? Let’s evaluate:",['ZomatoIPO']
